code,year,region
310112,1981,闵行区
310113,1988,宝山区
310114,1992,嘉定区
310115,1992,浦东新区
310116,1997,金山区
310117,1998,松江区
310118,1999,青浦区
310119,2001,南汇区
310120,2001,奉贤区
310151,2016,崇明区
310201,1980,上海县
310202,1980,嘉定县
310203,1980,宝山县
310204,1980,川沙县
310205,1980,南汇县
310206,1980,奉贤县
310207,1980,松江县
310208,1980,金山县
310209,1980,青浦县
310210,1980,崇明县
310221,1982,上海县
310222,1982,嘉定县
310223,1982,宝山县
310224,1982,川沙县
310225,1982,南汇县
310226,1982,奉贤县
310227,1982,松江县
310228,1982,金山县
310229,1982,青浦县
310230,1982,崇明县
320000,1980,江苏省
320100,1980,南京市
320102,1980,玄武区
320103,1980,白下区
320104,1980,秦淮区
320105,1980,建邺区
320106,1980,鼓楼区
320107,1980,下关区
320111,1980,浦口区
320112,1980,大厂区
320113,1980,栖霞区
320114,1980,雨花区
320114,1984,雨花台区
320115,2000,江宁区
320116,2002,六合区
320117,2013,溧水区
320118,2013,高淳区
320121,1980,江宁县
320122,1980,江浦县
320123,1980,六合县
320124,1983,溧水县
320125,1983,高淳县
320200,1980,无锡市
320202,1980,崇安区
320203,1980,南长区
320204,1980,北塘区
320205,1987,马山区
320205,2000,锡山区
320206,2000,惠山区
320211,2000,滨湖区
320211,1983,郊区
320213,2015,梁溪区
320214,2015,新吴区
320221,1983,江阴县
320222,1983,无锡县
320223,1983,宜兴县
320281,1995,江阴市
320282,1995,宜兴市
320283,1995,锡山市
320300,1980,徐州市
320302,1980,鼓楼区
320303,1980,云龙区
320304,1995,九里区
320304,1980,矿区
320305,1980,贾汪区
320311,1980,郊区
320311,1993,泉山区
320312,2010,铜山区
320321,1983,丰县
320322,1983,沛县
320323,1983,铜山县
320324,1983,睢宁县
320325,1983,邳县
320326,1983,新沂县
320381,1995,新沂市
320382,1995,邳州市
320400,1980,常州市
320402,1980,天宁区
320403,1980,广化区
320404,1980,钟楼区
320405,1980,戚墅堰区
320411,1983,郊区
320411,2002,新北区
320412,2002,武进区
320413,2015,金坛区
320421,1983,武进县
320422,1983,金坛县
320423,1983,溧阳县
320481,1995,溧阳市
320482,1995,金坛市
320483,1995,武进市
320500,1980,苏州市
320502,1980,沧浪区
320503,1980,平江区
320504,1980,金阊区
320505,2000,虎丘区
320506,2000,吴中区
320507,2000,相城区
320508,2012,姑苏区
320509,2012,吴江区
320511,1983,郊区
320521,1983,沙洲县
320522,1983,太仓县
320523,1983,昆山县
320524,1983,吴县
320525,1983,吴江县
320581,1995,常熟市
320582,1995,张家港市
320583,1995,昆山市
320584,1995,吴江市
320585,1995,太仓市
320586,1995,吴县市
320600,1980,南通市
320602,1983,城区
320602,1980,城中区
320602,1991,崇川区
320603,1980,港闸区
320611,1991,港闸区
320611,1980,郊区
320612,2009,通州区
320621,1983,海安县
320622,1983,如皋县
320623,1983,如东县
320624,1983,南通县
320625,1983,海门县
320626,1983,启东县
320681,1995,启东市
320682,1995,如皋市
320683,1995,通州市
320684,1995,海门市
320685,2018,海安市
320700,1980,连云港市
320702,1980,连云港区
320702,1983,新海区
320703,1983,连云区
320703,1980,盐区
320704,1980,新浦区
320704,1983,云台区
320705,1980,海州区
320705,1986,新浦区
320706,1986,海州区
320707,2014,赣榆区
320711,1981,郊区
320721,1983,赣榆县
320722,1983,东海县
320723,1983,灌云县
320724,1996,灌南县
320800,2000,淮安市
320800,1983,淮阴市
320802,1983,清河区
320803,2000,楚州区
320803,2011,淮安区
320804,2000,淮阴区
320811,1983,清浦区
320812,2016,清江浦区
320813,2016,洪泽区
320821,1983,淮阴县
320822,1983,灌南县
320823,1983,沭阳县
320824,1983,宿迁县
320825,1983,泗阳县
320826,1983,涟水县
320827,1983,泗洪县
320828,1983,淮安县
320829,1983,洪泽县
320830,1983,盱眙县
320831,1983,金湖县
320881,1995,宿迁市
320882,1995,淮安市
320900,1983,盐城市
320902,1983,城区
320902,2003,亭湖区
320903,2003,盐都区
320904,2015,大丰区
320911,1983,郊区
320921,1983,响水县
320922,1983,滨海县
320923,1983,阜宁县
320924,1983,射阳县
320925,1983,建湖县
320926,1983,大丰县
320927,1983,东台县
320928,1996,盐都县
320981,1995,东台市
320982,1996,大丰市
321000,1983,扬州市
321002,1983,广陵区
321003,2000,邗江区
321011,1984,郊区
321011,2002,维扬区
321012,2011,江都区
321021,1983,兴化县
321022,1983,高邮县
321023,1983,宝应县
321024,1983,靖江县
321025,1983,泰兴县
321026,1983,江都县
321027,1983,邗江县
321028,1983,泰县
321029,1983,仪征县
321081,1995,仪征市
321082,1995,泰州市
321083,1995,兴化市
321084,1995,高邮市
321085,1995,靖江市
321086,1995,泰兴市
321087,1995,姜堰市
321088,1995,江都市
321100,1983,镇江市
321102,1983,城区
321102,1984,京口区
321111,1983,郊区
321111,1984,润州区
321112,2002,丹徒区
321121,1983,丹徒县
321122,1983,丹阳县
321123,1983,句容县
321124,1983,扬中县
321181,1995,丹阳市
321182,1995,扬中市
321183,1995,句容市
321200,1996,泰州市
321201,1983,泰州市
321202,1996,海陵区
321203,1997,高港区
321204,2012,姜堰区
321281,1996,兴化市
321282,1996,靖江市
321283,1996,泰兴市
321284,1996,姜堰市
321300,1996,宿迁市
321301,1983,常熟市
321302,1996,宿城区
321311,2004,宿豫区
321321,1996,宿豫县
321322,1996,沭阳县
321323,1996,泗阳县
321324,1996,泗洪县
322100,1980,徐州地区
322121,1980,丰县
322122,1980,沛县
322123,1980,铜山县
322124,1980,睢宁县
322125,1980,邳县
322126,1980,新沂县
322127,1980,东海县
322128,1980,赣榆县
322200,1980,淮阴地区
322201,1980,清江市
322221,1980,淮阴县
322222,1980,灌云县
322223,1980,灌南县
322224,1980,沭阳县
322225,1980,宿迁县
322226,1980,泗阳县
322227,1980,涟水县
322228,1980,泗洪县
322229,1980,淮安县
322230,1980,洪泽县
322231,1980,盱眙县
322232,1980,金湖县
322300,1980,盐城地区
322321,1980,响水县
322322,1980,滨海县
322323,1980,阜宁县
322324,1980,射阳县
322325,1980,建湖县
322326,1980,盐城县
322327,1980,大丰县
322328,1980,东台县
322400,1980,扬州地区
322401,1980,扬州市
322402,1980,泰州市
322421,1980,兴化县
322422,1980,高邮县
322423,1980,宝应县
322424,1980,靖江县
322425,1980,泰兴县
322426,1980,江都县
322427,1980,邗江县
322428,1980,泰县
322429,1980,仪征县
322500,1980,南通地区
322521,1980,海安县
322522,1980,如皋县
322523,1980,如东县
322524,1980,南通县
322525,1980,海门县
322526,1980,启东县
322600,1980,镇江地区
322601,1980,镇江市
322621,1980,丹徒县
322622,1980,武进县
322623,1980,丹阳县
322624,1980,句容县
322625,1980,金坛县
322626,1980,溧水县
322627,1980,高淳县
322628,1980,溧阳县
322629,1980,宜兴县
322630,1980,扬中县
322700,1980,苏州地区
322721,1980,江阴县
322722,1980,无锡县
322723,1980,沙洲县
322724,1980,常熟县
322725,1980,太仓县
322726,1980,昆山县
322727,1980,吴县
322728,1980,吴江县
329001,1984,泰州市
329002,1986,仪征市
329003,1984,常熟市
329004,1986,张家港市
329005,1987,江阴市
329006,1987,宿迁市
329007,1987,丹阳市
329008,1987,东台市
329009,1987,兴化市
329010,1987,淮安市
329011,1988,宜兴市
329012,1989,昆山市
329013,1989,启东市
329014,1990,新沂市
329015,1990,溧阳市
329016,1991,如皋市
329017,1991,高邮市
329018,1992,吴江市
329019,1992,邳州市
329020,1992,泰兴市
329021,1993,通州市
329022,1993,太仓市
329023,1993,靖江市
329024,1993,金坛市
329025,1994,江都市
329026,1994,海门市
329027,1994,扬中市
329028,1994,姜堰市
330000,1980,浙江省
330100,1980,杭州市
330102,1980,上城区
330103,1980,下城区
330104,1980,江干区
330105,1980,拱墅区
330106,1980,西湖区
330107,1980,半山区
330108,1996,滨江区
330109,2001,萧山区
330110,2001,余杭区
330111,2014,富阳区
330112,2017,临安区
330121,1980,萧山县
330122,1980,桐庐县
330123,1980,富阳县
330124,1980,临安县
330125,1980,余杭县
330126,1980,建德县
330127,1980,淳安县
330181,1995,萧山市
330182,1995,建德市
330183,1995,富阳市
330184,1995,余杭市
330185,1996,临安市
330200,1980,宁波市
330202,1980,镇明区
330203,1980,海曙区
330204,1980,江东区
330205,1980,江北区
330206,1987,北仑区
330206,1985,滨海区
330211,1985,镇海区
330212,2002,鄞州区
330213,2016,奉化区
330219,1985,余姚市
330221,1982,镇海县
330222,1983,慈溪县
330223,1983,余姚县
330224,1983,奉化县
330225,1983,象山县
330226,1983,宁海县
330227,1983,鄞县
330281,1995,余姚市
330282,1995,慈溪市
330283,1995,奉化市
330300,1980,温州市
330301,1980,东城区
330302,1983,城区
330302,1984,鹿城区
330302,1980,南城区
330303,1984,龙湾区
330303,1980,西城区
330304,1992,瓯海区
330305,2015,洞头区
330321,1981,洞头县
330321,1982,瓯海县
330322,1982,洞头县
330322,1981,永嘉县
330323,1982,乐清县
330323,1981,瑞安县
330324,1981,文成县
330324,1982,永嘉县
330325,1981,平阳县
330325,1982,瑞安县
330326,1981,乐清县
330326,1982,平阳县
330327,1982,苍南县
330327,1981,泰顺县
330328,1981,瓯海县
330328,1982,文成县
330329,1981,苍南县
330329,1982,泰顺县
330381,1995,瑞安市
330382,1995,乐清市
330400,1983,嘉兴市
330402,1983,城区
330402,2005,南湖区
330402,1993,秀城区
330411,1983,郊区
330411,1999,秀洲区
330421,1983,嘉善县
330422,1983,平湖县
330423,1983,海宁县
330424,1983,海盐县
330425,1983,桐乡县
330481,1995,海宁市
330482,1995,平湖市
330483,1995,桐乡市
330500,1983,湖州市
330502,1983,城区
330502,2003,吴兴区
330503,2003,南浔区
330511,1983,郊区
330521,1983,德清县
330522,1983,长兴县
330523,1983,安吉县
330600,1983,绍兴市
330602,1983,越城区
330603,2013,柯桥区
330604,2013,上虞区
330621,1983,绍兴县
330622,1983,上虞县
330623,1983,嵊县
330624,1983,新昌县
330625,1983,诸暨县
330681,1995,诸暨市
330682,1995,上虞市
330683,1995,嵊州市
330700,1985,金华市
330701,1985,兰溪市
330702,1985,婺城区
330703,2000,金东区
330721,1985,金华县
330722,1985,永康县
330723,1985,武义县
330724,1985,东阳县
330725,1985,义乌县
330726,1985,浦江县
330727,1985,磐安县
330781,1995,兰溪市
330782,1995,义乌市
330783,1995,东阳市
330784,1995,永康市
330800,1985,衢州市
330802,1985,柯城区
330803,2001,衢江区
330821,1985,衢县
330822,1985,常山县
330823,1985,江山县
330824,1985,开化县
330825,1985,龙游县
330881,1995,江山市
330900,1987,舟山市
330902,1987,定海区
330903,1987,普陀区
330921,1987,岱山县
330922,1987,嵊泗县
331000,1994,台州市
331002,1994,椒江区
331003,1994,黄岩区
331004,1994,路桥区
331021,1994,玉环县
331022,1994,三门县
331023,1994,天台县
331024,1994,仙居县
331081,1995,温岭市
331082,1995,临海市
331083,2017,玉环市
331100,2000,丽水市
331102,2000,莲都区
331121,2000,青田县
331122,2000,缙云县
331123,2000,遂昌县
331124,2000,松阳县
331125,2000,云和县
331126,2000,庆元县
331127,2000,景宁畲族自治县
331181,2000,龙泉市
332100,1980,嘉兴地区
332101,1980,湖州市
332102,1980,嘉兴市
332121,1982,嘉善县
332121,1980,嘉兴县
332122,1980,嘉善县
332122,1982,平湖县
332123,1982,海宁县
332123,1980,平湖县
332124,1980,海宁县
332124,1982,海盐县
332125,1980,海盐县
332125,1982,桐乡县
332126,1982,德清县
332126,1980,桐乡县
332127,1980,德清县
332127,1982,长兴县
332128,1982,安吉县
332128,1980,吴兴县
332129,1980,长兴县
332130,1980,安吉县
332200,1980,宁波地区
332221,1980,慈溪县
332222,1980,余姚县
332223,1980,奉化县
332224,1980,象山县
332225,1980,宁海县
332226,1980,鄞县
332227,1980,镇海县
332300,1980,绍兴地区
332301,1980,绍兴市
332321,1982,上虞县
332321,1980,绍兴县
332322,1980,上虞县
332322,1982,嵊县
332323,1980,嵊县
332323,1982,新昌县
332324,1980,新昌县
332324,1982,诸暨县
332325,1980,诸暨县
332400,1982,金华地区
332400,1980,温州地区
332401,1982,金华市
332402,1982,衢州市
332421,1980,洞头县
332421,1982,兰溪县
332422,1980,永嘉县
332422,1982,永康县
332423,1980,瑞安县
332423,1982,武义县
332424,1982,东阳县
332424,1980,文成县
332425,1980,平阳县
332425,1982,义乌县
332426,1980,乐清县
332426,1982,浦江县
332427,1982,常山县
332427,1980,泰顺县
332428,1982,江山县
332429,1982,开化县
332430,1983,龙游县
332431,1983,磐安县
332500,1980,金华地区
332500,1982,丽水地区
332501,1980,金华市
332501,1986,丽水市
332502,1990,龙泉市
332502,1980,衢州市
332521,1980,金华县
332521,1982,丽水县
332522,1980,兰溪县
332522,1982,青田县
332523,1980,永康县
332523,1982,云和县
332524,1982,龙泉县
332524,1980,武义县
332525,1980,东阳县
332525,1982,庆元县
332526,1982,缙云县
332526,1980,义乌县
332527,1980,浦江县
332527,1982,遂昌县
332528,1980,衢县
332528,1982,松阳县
332529,1980,常山县
332529,1984,景宁畲族自治县
332530,1980,江山县
332531,1980,开化县
332581,1995,龙泉市
332582,1995,丽水市
332600,1980,丽水地区
332600,1982,台州地区
332601,1982,椒江市
332602,1986,临海市
332603,1989,黄岩市
332621,1980,丽水县
332621,1982,临海县
332622,1982,黄岩县
332622,1980,青田县
332623,1982,温岭县
332623,1980,云和县
332624,1980,龙泉县
332624,1982,仙居县
332625,1980,庆元县
332625,1982,天台县
332626,1980,缙云县
332626,1982,三门县
332627,1980,遂昌县
332627,1982,玉环县
332700,1980,台州地区
332700,1982,舟山地区
332701,1981,椒江市
332721,1982,定海县
332721,1980,临海县
332722,1980,黄岩县
332722,1982,普陀县
332723,1982,岱山县
332723,1980,温岭县
332724,1982,嵊泗县
332724,1980,仙居县
332725,1980,天台县
332726,1980,三门县
332727,1980,玉环县
332800,1980,舟山地区
332821,1980,定海县
332822,1980,普陀县
332823,1980,岱山县
332824,1980,嵊泗县
339001,1986,余姚市
339002,1986,海宁市
339003,1986,兰溪市
339004,1987,瑞安市
339005,1987,萧山市
339006,1987,江山市
339007,1987,安徽省
339007,1988,义乌市
339008,1988,东阳市
339008,1987,合肥市
339009,1988,慈溪市
339010,1988,奉化市
339011,1989,诸暨市
339012,1991,平湖市
339013,1992,建德市
339014,1992,永康市
339015,1992,上虞市
339016,1993,桐乡市
339017,1993,乐清市
339018,1994,临海市
339019,1994,富阳市
339020,1994,温岭市
339021,1994,余杭市
340000,1980,安徽省
340100,1980,合肥市
340102,1980,东市区
340102,2002,瑶海区
340103,2002,庐阳区
340103,1980,中市区
340104,2002,蜀山区
340104,1980,西市区
340111,2002,包河区
340111,1980,郊区
340121,1980,长丰县
340122,1983,肥东县
340123,1980,肥西县
340124,2011,庐江县
340181,2011,巢湖市
340200,1980,芜湖市
340202,1980,镜湖区
340203,1980,马塘区
340203,2005,弋江区
340204,1980,新芜区
340205,1990,鸠江区
340205,1980,裕溪口区
340206,1980,四褐山区
340207,2005,鸠江区
340208,2005,三山区
340211,1980,郊区
340221,1980,芜湖县
340222,1980,繁昌县
340223,1980,南陵县
340224,1980,青阳县
340225,2011,无为县
340300,1980,蚌埠市
340302,1980,东市区
340302,2004,龙子湖区
340303,2004,蚌山区
340303,1980,中市区
340304,1980,西市区
340304,2004,禹会区
340311,2004,淮上区
340311,1980,郊区
340321,1983,怀远县
340322,1983,五河县
340323,1983,固镇县
340400,1980,淮南市
340402,1980,大通区
340403,1980,田家庵区
340404,1980,谢家集区
340405,1980,八公山区
340406,1980,潘集区
340421,1980,凤台县
340422,2015,寿县
340500,1980,马鞍山市
340502,1980,金家庄区
340503,1980,花山区
340504,1980,雨山区
340505,1980,向山区
340506,2012,博望区
340511,1983,郊区
340521,1980,当涂县
340522,2011,含山县
340523,2011,和县
340600,1980,淮北市
340602,1980,杜集区
340603,1980,相山区
340604,1980,烈山区
340611,1980,郊区
340621,1980,濉溪县
340700,1980,铜陵市
340702,1980,铜官山区
340703,1980,狮子山区
340704,1980,铜山区
340705,2015,铜官区
340706,2015,义安区
340711,1980,郊区
340721,1980,铜陵县
340722,2015,枞阳县
340800,1980,安庆市
340802,1980,迎江区
340803,1980,大观区
340811,1980,郊区
340811,2005,宜秀区
340821,1988,桐城县
340822,1988,怀宁县
340823,1988,枞阳县
340824,1988,潜山县
340825,1988,太湖县
340826,1988,宿松县
340827,1988,望江县
340828,1988,岳西县
340881,1996,桐城市
340882,2018,潜山市
340901,1983,黄山市
341000,1987,黄山市
341002,1987,屯溪区
341003,1987,黄山区
341004,1987,徽州区
341021,1987,歙县
341022,1987,休宁县
341023,1987,黟县
341024,1987,祁门县
341100,1992,滁州市
341102,1992,琅琊区
341103,1992,南谯区
341121,1992,天长县
341122,1992,来安县
341124,1992,全椒县
341125,1992,定远县
341126,1992,凤阳县
341127,1992,嘉山县
341181,1995,天长市
341182,1995,明光市
341200,1996,阜阳市
341202,1996,颍州区
341203,1996,颍东区
341204,1996,颍泉区
341221,1996,临泉县
341222,1996,太和县
341223,1996,涡阳县
341224,1996,蒙城县
341225,1996,阜南县
341226,1996,颍上县
341227,1996,利辛县
341281,1996,亳州市
341282,1996,界首市
341300,1998,宿州市
341302,1998,埇桥区
341321,1998,砀山县
341322,1998,萧县
341323,1998,灵璧县
341324,1998,泗县
341400,1999,巢湖市
341402,1999,居巢区
341421,1999,庐江县
341422,1999,无为县
341423,1999,含山县
341424,1999,和县
341500,1999,六安市
341502,1999,金安区
341503,1999,裕安区
341504,2015,叶集区
341521,1999,寿县
341522,1999,霍邱县
341523,1999,舒城县
341524,1999,金寨县
341525,1999,霍山县
341600,2000,亳州市
341602,2000,谯城区
341621,2000,涡阳县
341622,2000,蒙城县
341623,2000,利辛县
341700,2000,池州市
341702,2000,贵池区
341721,2000,东至县
341722,2000,石台县
341723,2000,青阳县
341800,2000,宣城市
341802,2000,宣州区
341821,2000,郎溪县
341822,2000,广德县
341823,2000,泾县
341824,2000,绩溪县
341825,2000,旌德县
341881,2000,宁国市
342100,1980,阜阳地区
342101,1980,阜阳市
342102,1986,亳州市
342103,1989,界首市
342121,1980,阜阳县
342122,1980,临泉县
342123,1980,太和县
342124,1980,涡阳县
342125,1980,蒙城县
342126,1980,亳县
342127,1980,阜南县
342128,1980,颍上县
342129,1980,界首县
342130,1980,利辛县
342200,1980,宿县地区
342201,1980,宿州市
342221,1980,砀山县
342222,1980,萧县
342223,1980,宿县
342224,1980,灵璧县
342225,1980,泗县
342226,1980,怀远县
342227,1980,五河县
342228,1980,固镇县
342300,1980,滁县地区
342301,1982,滁州市
342321,1980,天长县
342322,1980,来安县
342323,1980,滁县
342324,1980,全椒县
342325,1980,定远县
342326,1980,凤阳县
342327,1980,嘉山县
342400,1980,六安地区
342401,1980,六安市
342421,1980,六安县
342422,1980,寿县
342423,1980,霍邱县
342424,1982,肥西县
342425,1980,舒城县
342426,1980,金寨县
342427,1980,霍山县
342500,1980,宣城地区
342501,1987,宣城市
342502,1997,宁国市
342521,1980,宣城县
342522,1980,郎溪县
342523,1980,广德县
342524,1980,宁国县
342525,1982,当涂县
342526,1982,繁昌县
342527,1982,南陵县
342528,1982,青阳县
342529,1980,泾县
342530,1987,旌德县
342531,1987,绩溪县
342600,1980,巢湖地区
342601,1982,巢湖市
342621,1980,肥东县
342622,1980,庐江县
342623,1980,无为县
342624,1980,巢县
342625,1980,含山县
342626,1980,和县
342700,1980,徽州地区
342701,1980,屯溪市
342721,1980,绩溪县
342722,1980,旌德县
342723,1980,歙县
342724,1980,休宁县
342725,1980,黟县
342726,1980,祁门县
342727,1980,太平县
342728,1980,石台县
342800,1980,安庆地区
342821,1980,怀宁县
342822,1980,桐城县
342823,1980,枞阳县
342824,1980,潜山县
342825,1980,太湖县
342826,1980,宿松县
342827,1980,望江县
342828,1980,岳西县
342829,1980,东至县
342830,1980,贵池县
342831,1987,石台县
342900,1988,池州地区
342901,1988,贵池市
342921,1988,东至县
342922,1988,石台县
342923,1988,青阳县
349001,1993,天长市
349002,1994,明光市
350000,1980,福建省
350100,1980,福州市
350102,1980,鼓楼区
350103,1980,台江区
350104,1980,仓山区
350105,1980,马尾区
350111,1980,郊区
350111,1995,晋安区
350112,2017,长乐区
350121,1980,闽侯县
350122,1983,连江县
350123,1983,罗源县
350124,1983,闽清县
350125,1983,永泰县
350126,1983,长乐县
350127,1983,福清县
350128,1983,平潭县
350181,1995,福清市
350182,1995,长乐市
350200,1980,厦门市
350202,1980,鼓浪屿区
350203,1980,思明区
350204,1980,开元区
350205,2003,海沧区
350205,1980,杏林区
350206,1987,湖里区
350211,1987,集美区
350211,1980,郊区
350212,1996,同安区
350213,2003,翔安区
350221,1980,同安县
350300,1983,莆田市
350302,1983,城厢区
350303,1983,涵江区
350304,2002,荔城区
350305,2002,秀屿区
350321,1983,莆田县
350322,1983,仙游县
350400,1983,三明市
350402,1983,梅列区
350403,1983,三元区
350420,1985,永安市
350421,1983,明溪县
350422,1983,永安县
350423,1983,清流县
350424,1983,宁化县
350425,1983,大田县
350426,1983,尤溪县
350427,1983,沙县
350428,1983,将乐县
350429,1983,泰宁县
350430,1983,建宁县
350481,1995,永安市
350500,1985,泉州市
350501,1984,永安市
350502,1985,鲤城区
350503,1997,丰泽区
350504,1997,洛江区
350505,2000,泉港区
350521,1985,惠安县
350522,1985,晋江县
350523,1985,南安县
350524,1985,安溪县
350525,1985,永春县
350526,1985,德化县
350527,1985,金门县
350581,1995,石狮市
350582,1995,晋江市
350583,1995,南安市
350600,1985,漳州市
350602,1985,芗城区
350603,1996,龙文区
350621,1985,龙海县
350622,1985,云霄县
350623,1985,漳浦县
350624,1985,诏安县
350625,1985,长泰县
350626,1985,东山县
350627,1985,南靖县
350628,1985,平和县
350629,1985,华安县
350681,1995,龙海市
350700,1994,南平市
350702,1994,延平区
350703,2014,建阳区
350721,1994,顺昌县
350722,1994,浦城县
350723,1994,光泽县
350724,1994,松溪县
350725,1994,政和县
350781,1995,邵武市
350782,1995,武夷山市
350783,1995,建瓯市
350784,1995,建阳市
350800,1996,龙岩市
350802,1996,新罗区
350803,2014,永定区
350821,1996,长汀县
350822,1996,永定县
350823,1996,上杭县
350824,1996,武平县
350825,1996,连城县
350881,1996,漳平市
350900,1999,宁德市
350902,1999,蕉城区
350921,1999,霞浦县
350922,1999,古田县
350923,1999,屏南县
350924,1999,寿宁县
350925,1999,周宁县
350926,1999,柘荣县
350981,1999,福安市
350982,1999,福鼎市
352100,1982,建阳地区
352100,1988,南平地区
352101,1982,南平市
352102,1983,邵武市
352103,1989,武夷山市
352104,1992,建瓯市
352121,1982,顺昌县
352122,1982,建阳县
352123,1982,建瓯县
352124,1982,浦城县
352125,1982,邵武县
352126,1982,崇安县
352127,1982,光泽县
352128,1982,松溪县
352129,1982,政和县
352200,1980,建阳地区
352200,1982,宁德地区
352201,1980,南平市
352201,1988,宁德市
352202,1989,福安市
352203,1995,福鼎市
352221,1982,宁德县
352221,1980,顺昌县
352222,1980,建阳县
352222,1982,连江县
352223,1980,建瓯县
352223,1982,罗源县
352224,1982,福鼎县
352224,1980,浦城县
352225,1980,邵武县
352225,1982,霞浦县
352226,1980,崇安县
352226,1982,福安县
352227,1982,古田县
352227,1980,光泽县
352228,1982,屏南县
352228,1980,松溪县
352229,1982,寿宁县
352229,1980,政和县
352230,1982,周宁县
352231,1982,柘荣县
352300,1980,宁德地区
352300,1982,莆田地区
352321,1982,闽清县
352321,1980,宁德县
352322,1980,连江县
352322,1982,永泰县
352323,1980,罗源县
352323,1982,长乐县
352324,1980,福鼎县
352324,1982,福清县
352325,1982,平潭县
352325,1980,霞浦县
352326,1980,福安县
352326,1982,莆田县
352327,1980,古田县
352327,1982,仙游县
352328,1980,屏南县
352329,1980,寿宁县
352330,1980,周宁县
352331,1980,柘荣县
352400,1982,晋江地区
352400,1980,莆田地区
352401,1982,泉州市
352421,1982,惠安县
352421,1980,闽清县
352422,1982,晋江县
352422,1980,永泰县
352423,1982,南安县
352423,1980,长乐县
352424,1982,安溪县
352424,1980,福清县
352425,1980,平潭县
352425,1982,永春县
352426,1982,德化县
352426,1980,莆田县
352427,1982,金门县
352427,1980,仙游县
352500,1980,晋江地区
352500,1982,龙溪地区
352501,1980,泉州市
352501,1982,漳州市
352521,1980,惠安县
352521,1982,龙海县
352522,1980,晋江县
352522,1982,云霄县
352523,1980,南安县
352523,1982,漳浦县
352524,1980,安溪县
352524,1982,诏安县
352525,1980,永春县
352525,1982,长泰县
352526,1980,德化县
352526,1982,东山县
352527,1980,金门县
352527,1982,南靖县
352528,1982,平和县
352529,1982,华安县
352600,1980,龙溪地区
352600,1982,龙岩地区
352601,1982,龙岩市
352601,1980,漳州市
352602,1990,漳平市
352621,1980,龙海县
352622,1980,云霄县
352622,1982,长汀县
352623,1982,永定县
352623,1980,漳浦县
352624,1982,上杭县
352624,1980,诏安县
352625,1982,武平县
352625,1980,长泰县
352626,1980,东山县
352626,1982,漳平县
352627,1982,连城县
352627,1980,南靖县
352628,1980,平和县
352629,1980,华安县
352700,1980,龙岩地区
352700,1982,三明地区
352701,1981,龙岩市
352701,1982,三明市
352721,1980,龙岩县
352721,1982,明溪县
352722,1982,永安县
352722,1980,长汀县
352723,1982,清流县
352723,1980,永定县
352724,1982,宁化县
352724,1980,上杭县
352725,1982,大田县
352725,1980,武平县
352726,1982,尤溪县
352726,1980,漳平县
352727,1980,连城县
352727,1982,沙县
352728,1982,将乐县
352729,1982,泰宁县
352730,1982,建宁县
352800,1980,三明地区
352801,1980,三明市
352821,1980,明溪县
352822,1980,永安县
352823,1980,清流县
352824,1980,宁化县
352825,1980,大田县
352826,1980,尤溪县
352827,1980,沙县
352828,1980,将乐县
352829,1980,泰宁县
352830,1980,建宁县
359001,1986,永安市
359002,1987,石狮市
359003,1990,福清市
359004,1992,晋江市
359005,1993,南安市
359006,1993,龙海市
359007,1994,邵武市
359008,1994,武夷山市
359009,1994,建瓯市
359010,1994,建阳市
359011,1994,长乐市
360000,1980,江西省
360100,1980,南昌市
360102,1980,东湖区
360103,1980,西湖区
360104,1980,青云谱区
360105,1980,湾里区
360111,1980,郊区
360111,2002,青山湖区
360112,2015,新建区
360121,1982,南昌县
360121,1980,新建县
360122,1980,南昌县
360122,1982,新建县
360123,1983,安义县
360124,1983,进贤县
360200,1980,景德镇市
360202,1980,昌江区
360203,1980,珠山区
360211,1980,鹅湖区
360212,1980,蛟潭区
360221,1983,乐平县
360222,1988,浮梁县
360281,1995,乐平市
360300,1980,萍乡市
360302,1993,安源区
360302,1980,城关区
360311,1980,上栗区
360312,1980,芦溪区
360313,1980,湘东区
360321,1992,莲花县
360322,1997,上栗县
360323,1997,芦溪县
360400,1980,九江市
360402,2016,濂溪区
360402,1980,庐山区
360403,1980,浔阳区
360404,2017,柴桑区
360411,1980,郊区
360421,1983,九江县
360422,1983,瑞昌县
360423,1983,武宁县
360424,1983,修水县
360425,1983,永修县
360426,1983,德安县
360427,1983,星子县
360428,1983,都昌县
360429,1983,湖口县
360430,1983,彭泽县
360481,1995,瑞昌市
360482,2010,共青城市
360483,2016,庐山市
360500,1983,新余市
360502,1983,渝水区
360521,1983,分宜县
360521,1980,井冈山
360600,1983,鹰潭市
360602,1983,月湖区
360603,2018,余江区
360621,1983,贵溪县
360622,1983,余江县
360681,1996,贵溪市
360700,1998,赣州市
360702,1998,章贡区
360703,2013,南康区
360704,2016,赣县区
360721,1998,赣县
360722,1998,信丰县
360723,1998,大余县
360724,1998,上犹县
360725,1998,崇义县
360726,1998,安远县
360727,1998,龙南县
360728,1998,定南县
360729,1998,全南县
360730,1998,宁都县
360731,1998,于都县
360732,1998,兴国县
360733,1998,会昌县
360734,1998,寻乌县
360735,1998,石城县
360781,1998,瑞金市
360782,1998,南康市
360800,2000,吉安市
360802,2000,吉州区
360803,2000,青原区
